Latitude,Longitude,Elevation,Battery state of charge,Outside temp,Driving Behavior,,
48.2137855,11.6240866,490,98,17,9,,0.125
48.21378,11.6241,490,97.875,17,9,,
48.21072,11.62243,494,97.75,17,9,,
48.21059,11.6223,495,97.625,17,9,,
48.2105,11.62207,496,97.5,17,9,,
48.21048,11.6219,497,97.375,17,9,,
48.21049,11.62181,497,97.25,17,9,,
48.21062,11.62114,497,97.125,17,9,,
48.21061,11.62095,496,97,17,9,,
48.21052,11.62077,497,96.875,17,9,,
48.21039,11.62069,497,96.75,17,9,,
48.21024,11.62065,496,96.625,17,9,,
48.20927,11.6198,494,96.5,17,9,,
48.20894,11.61954,493,96.375,17,9,,
48.2082,11.61902,495,96.25,17,9,,
48.20811,11.61892,495,96.125,17,9,,
48.20761,11.61861,495,96,17,9,,
48.20744,11.61854,495,95.875,17,9,,
48.20729,11.61854,495,95.75,17,9,,
48.2072,11.61857,495,95.625,17,9,,
48.20708,11.61865,495,95.5,17,9,,
48.20697,11.61882,495,95.375,17,9,,
48.20679,11.61938,494,95.25,17,9,,
48.20612,11.62083,492,95.125,17,9,,
48.20519,11.62231,495,95,17,9,,
48.20502,11.62254,496,94.875,17,9,,
48.20481,11.62275,495,94.75,17,9,,
48.20467,11.6228,495,94.625,17,9,,
48.20455,11.62281,495,94.5,17,9,,
48.20442,11.62276,495,94.375,17,9,,
48.20431,11.62268,495,94.25,17,9,,
48.20421,11.62256,495,94.125,17,9,,
48.20413,11.62241,496,94,17,9,,
48.20409,11.62228,496,93.875,17,9,,
48.20406,11.62202,497,93.75,17,9,,
48.20407,11.62188,498,93.625,17,9,,
48.20409,11.62174,498,93.5,17,9,,
48.20413,11.62161,498,93.375,17,9,,
48.20419,11.6215,497,93.25,17,9,,
48.20434,11.62134,496,93.125,17,9,,
48.20442,11.62129,495,93,17,9,,
48.20455,11.62127,494,92.875,17,9,,
48.20471,11.6213,494,92.75,17,9,,
48.20504,11.62146,496,92.625,17,9,,
48.20526,11.62145,498,92.5,17,9,,
48.21489,11.62628,494,92.375,17,9,,
48.21488,11.62628,494,92.25,17,9,,
48.22698,11.63233,489,92.125,17,9,,
48.23252,11.63514,488,92,17,9,,
48.2373,11.63751,486,91.875,17,9,,
48.2384,11.63807,484,91.75,17,9,,
48.24319,11.64044,487,91.625,17,9,,
48.24611,11.64195,484,91.5,17,9,,
48.25264,11.64523,483,91.375,17,9,,
48.25487,11.64632,482,91.25,17,9,,
48.25571,11.64664,483,91.125,17,9,,
48.25637,11.64687,480,91,17,9,,
48.25723,11.64708,480,90.875,17,9,,
48.25782,11.64719,478,90.75,17,9,,
48.25864,11.6473,479,90.625,17,9,,
48.25982,11.64737,479,90.5,17,9,,
48.26049,11.64736,477,90.375,17,9,,
48.26174,11.64723,475,90.25,17,9,,
48.26243,11.64709,475,90.125,17,9,,
48.26322,11.6469,479,90,17,9,,
48.26411,11.64662,481,89.875,17,9,,
48.27217,11.64386,474,89.75,17,9,,
48.27974,11.64132,472,89.625,17,9,,
48.28067,11.64099,472,89.5,17,9,,
48.28224,11.64039,470,89.375,17,9,,
48.28398,11.63961,472,89.25,17,9,,
48.28662,11.63825,469,89.125,17,9,,
48.29555,11.63351,471,89,17,9,,
48.30704,11.6268,469,88.875,17,9,,
48.30942,11.62533,469,88.75,17,9,,
48.31163,11.62386,468,88.625,17,9,,
48.31394,11.6224,465,88.5,17,9,,
48.32221,11.61764,464,88.375,17,9,,
48.32979,11.61362,488,88.25,17,9,,
48.33204,11.61232,485,88.125,17,9,,
48.33227,11.61216,486,88,17,9,,
48.33913,11.60829,494,87.875,17,9,,
48.34182,11.60671,500,87.75,17,9,,
48.35841,11.59687,477,87.625,17,9,,
48.35956,11.59629,473,87.5,17,9,,
48.36058,11.59587,470,87.375,17,9,,
48.36146,11.59559,469,87.25,17,9,,
48.36266,11.59534,467,87.125,17,9,,
48.36377,11.59522,463,87,17,9,,
48.36465,11.5952,459,86.875,17,9,,
48.36563,11.59525,457,86.75,17,9,,
48.38147,11.59701,449,86.625,17,9,,
48.38536,11.59739,447,86.5,17,9,,
48.38604,11.59745,451,86.375,17,9,,
48.38718,11.59747,449,86.25,17,9,,
48.38849,11.59734,449,86.125,17,9,,
48.38946,11.59711,447,86,17,9,,
48.39017,11.5969,445,85.875,17,9,,
48.39065,11.59674,443,85.75,17,9,,
48.39169,11.5963,444,85.625,17,9,,
48.39284,11.59569,447,85.5,17,9,,
48.39355,11.59527,448,85.375,17,9,,
48.39437,11.5947,450,85.25,17,9,,
48.39513,11.59413,451,85.125,17,9,,
48.39553,11.5938,450,85,17,9,,
48.39762,11.5922,449,84.875,17,9,,
48.39846,11.59166,452,84.75,17,9,,
48.3998,11.59097,449,84.625,17,9,,
48.40112,11.59047,448,84.5,17,9,,
48.40211,11.5902,449,84.375,17,9,,
48.40259,11.59009,450,84.25,17,9,,
48.40366,11.58992,451,84.125,17,9,,
48.40423,11.58986,449,84,17,9,,
48.41098,11.58981,450,83.875,17,9,,
48.41538,11.58969,449,83.75,17,9,,
48.42094,11.58969,447,83.625,17,9,,
48.4249,11.58961,446,83.5,17,9,,
48.42867,11.58956,448,83.375,17,9,,
48.43084,11.58949,443,83.25,17,9,,
48.44265,11.58946,463,83.125,17,9,,
48.44521,11.58967,467,83,17,9,,
48.45519,11.59099,480,82.875,17,9,,
48.45584,11.59104,475,82.75,17,9,,
48.45648,11.59104,476,82.625,17,9,,
48.45728,11.59099,480,82.5,17,9,,
48.45794,11.59092,474,82.375,17,9,,
48.45858,11.59082,468,82.25,17,9,,
48.45955,11.59059,469,82.125,17,9,,
48.46099,11.59009,465,82,17,9,,
48.4714,11.58594,499,81.875,17,9,,
48.47209,11.58569,500,81.75,17,9,,
48.4725,11.58557,503,81.625,17,9,,
48.47327,11.58541,507,81.5,17,9,,
48.47399,11.58532,506,81.375,17,9,,
48.47477,11.58527,502,81.25,17,9,,
48.47606,11.58538,501,81.125,17,9,,
48.47662,11.58547,500,81,17,9,,
48.47704,11.58557,500,80.875,17,9,,
48.47782,11.58581,502,80.75,17,9,,
48.4785,11.58607,499,80.625,17,9,,
48.47905,11.58633,500,80.5,17,9,,
48.47971,11.5867,501,80.375,17,9,,
48.48056,11.58724,498,80.25,17,9,,
48.48858,11.59262,503,80.125,17,9,,
48.49022,11.59367,502,80,17,9,,
48.49082,11.59399,505,79.875,17,9,,
48.49146,11.59427,507,79.75,17,9,,
48.49258,11.59464,507,79.625,17,9,,
48.49346,11.59484,509,79.5,17,9,,
48.49437,11.59495,505,79.375,17,9,,
48.49497,11.59497,504,79.25,17,9,,
48.4953,11.59497,501,79.125,17,9,,
48.49602,11.59491,499,79,17,9,,
48.49698,11.59475,501,78.875,17,9,,
48.49769,11.59457,504,78.75,17,9,,
48.49849,11.59428,509,78.625,17,9,,
48.49921,11.59396,509,78.5,17,9,,
48.4998,11.59365,509,78.375,17,9,,
48.50071,11.59306,511,78.25,17,9,,
48.50129,11.59264,515,78.125,17,9,,
48.50299,11.59115,519,78,17,9,,
48.50833,11.58634,511,77.875,17,9,,
48.50891,11.58581,510,77.75,17,9,,
48.5095,11.58533,507,77.625,17,9,,
48.51013,11.58486,507,77.5,17,9,,
48.51114,11.58425,506,77.375,17,9,,
48.51189,11.58387,506,77.25,17,9,,
48.51224,11.58373,503,77.125,17,9,,
48.51329,11.58337,498,77,17,9,,
48.51393,11.58322,504,76.875,17,9,,
48.51481,11.58308,506,76.75,17,9,,
48.51795,11.58289,507,76.625,17,9,,
48.5188,11.58291,502,76.5,17,9,,
48.51935,11.58297,501,76.375,17,9,,
48.52024,11.58311,501,76.25,17,9,,
48.5209,11.5833,501,76.125,17,9,,
48.52166,11.58358,500,76,17,9,,
48.52248,11.58396,501,75.875,17,9,,
48.52337,11.58447,501,75.75,17,9,,
48.52393,11.58484,499,75.625,17,9,,
48.52452,11.58528,499,75.5,17,9,,
48.52506,11.58573,497,75.375,17,9,,
48.52569,11.58634,495,75.25,17,9,,
48.52612,11.58679,497,75.125,17,9,,
48.53137,11.59281,495,75,17,9,,
48.53226,11.59366,488,74.875,17,9,,
48.53314,11.5943,485,74.75,17,9,,
48.53388,11.59472,487,74.625,17,9,,
48.53435,11.59493,488,74.5,17,9,,
48.53481,11.59509,487,74.375,16,9,,
48.53546,11.59526,481,74.25,16,9,,
48.5358,11.59533,479,74.125,16,9,,
48.5366,11.59539,483,74,16,9,,
48.53755,11.59534,484,73.875,16,9,,
48.54255,11.59456,474,73.75,16,9,,
