Latitude,Longitude,Elevation,Battery state of charge,Outside temp,Driving Behavior,,
52.3271947,9.80412197,68,95,11,4,,0.08
52.32719,9.80412,68,94.92,11,4,,
52.32691,9.80266,70,94.84,11,4,,
52.32873,9.80169,65,94.76,11,4,,
52.32891,9.8019,65,94.68,11,4,,
52.32952,9.80252,69,94.6,11,4,,
52.32982,9.80292,68,94.52,11,4,,
52.33012,9.8034,72,94.44,11,4,,
52.33062,9.80451,71,94.36,11,4,,
52.33187,9.80751,70,94.28,11,4,,
52.33202,9.80794,69,94.2,11,4,,
52.3321,9.80829,69,94.12,11,4,,
52.33216,9.80861,70,94.04,11,4,,
52.33219,9.80894,70,93.96,11,4,,
52.3322,9.80937,70,93.88,11,4,,
52.33209,9.81144,73,93.8,11,4,,
52.33191,9.81409,77,93.72,11,4,,
52.33208,9.81411,78,93.64,11,4,,
52.33241,9.81393,78,93.56,11,4,,
52.33255,9.8138,78,93.48,11,4,,
52.33266,9.81365,78,93.4,11,4,,
52.33277,9.81347,77,93.32,11,4,,
52.33289,9.81307,77,93.24,11,4,,
52.33292,9.81261,77,93.16,11,4,,
52.33289,9.81209,76,93.08,11,4,,
52.3329,9.81179,75,93,11,4,,
52.33294,9.81158,75,92.92,11,4,,
52.33306,9.8112,76,92.84,11,4,,
52.33357,9.81056,75,92.76,11,4,,
52.33384,9.81028,74,92.68,11,4,,
52.33428,9.80978,73,92.6,11,4,,
52.33488,9.80895,73,92.52,11,4,,
52.33659,9.80647,71,92.44,11,4,,
52.33759,9.80522,70,92.36,11,4,,
52.33822,9.8045,71,92.28,11,4,,
52.33898,9.80377,74,92.2,11,4,,
52.34002,9.80289,75,92.12,11,4,,
52.34163,9.80161,73,92.04,11,4,,
52.3444,9.79945,71,91.96,11,4,,
52.34655,9.79767,70,91.88,11,4,,
52.3469,9.79749,69,91.8,11,4,,
52.34801,9.79663,63,91.72,11,4,,
52.3489,9.79604,63,91.64,11,4,,
52.34952,9.79594,64,91.56,11,4,,
52.34974,9.79597,64,91.48,11,4,,
52.34989,9.79603,64,91.4,11,4,,
52.35008,9.79618,64,91.32,11,4,,
52.35023,9.79634,64,91.24,11,4,,
52.35056,9.79682,63,91.16,11,4,,
52.35067,9.79691,63,91.08,11,4,,
52.35076,9.79697,64,91,11,4,,
52.35117,9.797,65,90.92,11,4,,
